UID;Name;Position;Age;Height;Weight;Inf;Club;Division;Nat;2nd Nat;Home-Grown Status;Personality;Media Handling;Wage;Transfer Value;Asking Price;Preferred Foot;Yel;xG;Starts;Red;PoM;Pen/R;Pens S;Pens Saved Ratio;Pens Saved;Pens Faced;Pens;Mins;Gls/90;Conc;Gls;Fls;FA;xG/90;xG-OP;xA/90;xA;Con/90;Clean Sheets;Av Rat;Mins/Gl;Ast;Hdrs A;Apps;Tck/90;Tck W;Tck A;Tck R;Shot/90;Shot %;ShT/90;ShT;Shots Outside Box/90;Shts Blckd/90;Shts Blckd;Shots;Svt;Svp;Svh;Sv %;Pr passes/90;Pr Passes;Pres C/90;Pres C;Pres A/90;Pres A;Poss Won/90;Poss Lost/90;Ps C/90;Ps C;Ps A/90;Pas A;Pas %;OP-KP/90;OP-KP;OP-Crs C/90;OP-Crs C;OP-Crs A/90;OP-Crs A;OP-Cr %;Off;Gl Mst;K Tck/90;K Tck;K Ps/90;K Pas;K Hdrs/90;Int/90;Itc;Sprints/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Goals Outside Box;xSv %;xGP/90;xGP;Drb/90;Drb;Dist/90;Distance;Cr C/90;Cr C;Crs A/90;Cr A;Cr C/A;Conv %;Clr/90;Clear;CCC;Ch C/90;Blk/90;Blk;Asts/90;Aer A/90
96048686;Arkadiusz Reca;D/WB/M (L);30;187 cm;81 kg;Int;Legia;PKO Bank Polski Ekstraklasa;POL;;;;Scouting Required;€18,250 p/m;€550K - €5.4M;;Left;3;2,06;34;0;1;;0;;;;0;3063;0.12;;4;58;50;0,06;1,94;0,1;3,49;;;7,03;0.00;1;26;34 (1);2.00;68;73;93%;0.76;27%;0.21;7;0.03;0.06;2;26;;;;;0,53;18;0,35;12;0,94;32;1,67;1,59;16,57;564;23,18;789;71%;0,18;6;0.03;1;0.29;10;10%;0;0;0,03;1;0.18;6;0,03;0.32;11;1,73;81%;0.62;21;0.15;0;;;;0.18;6;0.0km;51.6km;0.03;1;0.29;10;10%;15%;0,18;6;0;;0.12;4;0.03;0.76
85137738;Claude Gonçalves;DM, M (C);32;173 cm;65 kg;;Legia;PKO Bank Polski Ekstraklasa;POR;FRA;;;Scouting Required;€18,250 p/m;€425K - €4.3M;;Right;0;1,57;37;0;0;;0;;;;0;3267;;;0;38;48;0,04;-1,57;0,12;4,48;;;7,01;;5;13;37;2.01;73;99;74%;0.36;8%;0.03;1;0.00;0.00;0;13;;;;;0,28;10;0,22;8;1,21;44;1,1;0,94;16,31;592;22,04;800;74%;0,14;5;0.00;0;0.22;8;0%;0;0;0,0;0;0.14;5;0,0;;0;0,88;38%;0.14;5;0.22;0;;;;0.08;3;0.0km;37.0km;0.00;0;0.22;8;;;0,0;0;1;0.30;;0;0.14;0.36
96008522;Paweł Wszołek;WB/M/AM (R);34;184 cm;77 kg;Int;Legia;PKO Bank Polski Ekstraklasa;POL;;;;Scouting Required;€17,000 p/m;€180K - €1.8M;;Right Only;0;6,84;36;0;1;;0;;;;0;3262;0.11;;4;36;55;0,19;-2,84;0,11;4,1;;;7,18;0.00;4;23;36 (1);0.99;36;50;72%;1.60;48%;0.77;28;0.08;0.00;0;58;;;;;0,3;11;0,41;15;1,27;46;0,61;1,74;16,47;597;21,85;792;75%;0,11;4;0.00;0;0.44;16;0%;3;0;0,0;0;0.11;4;0,03;0.19;7;1,46;57%;0.36;13;0.28;1;;;;0.55;20;0.0km;44.8km;0.00;0;0.44;16;;7%;0,03;1;0;;;0;0.11;0.63
48036492;Rúben Vinagre;D/WB/M/AM (L);27;174 cm;71 kg;Wnt;Legia;PKO Bank Polski Ekstraklasa;POR;;Trained in nation (15-21);;Scouting Required;€21,000 p/m;€1.1M - €10.5M;;Left Only;0;2,21;34;0;0;;0;;;;0;2993;0.06;;2;34;45;0,07;-0,21;0,14;4,72;;;7,19;0.00;4;16;34;1.74;58;66;88%;0.87;28%;0.24;8;0.03;0.00;0;29;;;;;0,33;11;0,39;13;1,26;42;0,66;1,44;14,76;491;21,02;699;70%;0,21;7;0.03;1;0.39;13;11%;2;0;0,0;0;0.21;7;0,0;0.21;7;1,41;25%;0.12;4;0.36;0;;;;0.27;9;0.0km;37.3km;0.06;2;0.57;19;7%;7%;0,06;2;2;0.61;;0;0.12;0.48
2002086862;Nidal Čelik;D (C);19;180 cm;74 kg;;Lens;Ligue 1 Uber Eats;BIH;;;;Scouting Required;€14,500 p/m;€4.8M - €7.6M;;Right;1;0,67;7;0;1;;0;;;;0;797;;;0;3;1;0,08;-0,67;0,02;0,21;;;6,74;;0;67;7 (4);0.90;8;12;67%;0.79;29%;0.23;2;0.34;0.11;1;7;;;;;4,74;42;0,79;7;2,94;26;12,76;4,07;50,25;445;55,22;489;91%;0,45;4;0.11;1;0.23;2;50%;0;0;0,45;4;0.45;4;0,56;2.37;21;4,86;55%;4.18;37;3.39;0;;;;0.11;1;0.0km;95.7km;0.11;1;0.23;2;50%;;1,36;12;0;;0.90;8;;7.57
76038733;Deiver Machado;D/WB (L);32;180 cm;75 kg;Wnt;Lens;Ligue 1 Uber Eats;COL;;;Balanced;Media-friendly;€102,000 p/m;€2.4M;€2.4M;Left;5;0,58;31;0;0;;0;;;;0;2590;;;0;42;37;0,02;-0,58;0,06;1,75;;;6,65;;0;110;31;3.13;90;108;83%;0.10;0%;0.00;0;0.03;0.17;5;3;;;;;4,03;116;3,3;95;13,0;374;9,45;16,68;34,99;1007;41,35;1190;85%;1,36;39;1.04;30;6.43;185;33%;7;1;0,03;1;1.36;39;0,14;3.13;90;17,24;45%;1.70;49;2.12;0;;;;1.67;48;0.0km;389.4km;1.04;30;6.43;185;16%;;1,08;31;2;0.56;0.49;14;;3.82
85138174;Matthieu Udol;D (LC);30;178 cm;79 kg;Wnt;Lens;Ligue 1 Uber Eats;FRA;GLP;;;Scouting Required;€26,500 p/m;€3.7M;€3.7M;Left;2;0,08;11;0;1;;0;;;;0;1115;;;0;12;8;0,01;-0,08;0,08;1,05;;;6,77;;1;54;11 (11);1.94;24;30;80%;0.24;33%;0.08;1;0.08;0.57;7;3;;;;;5,65;70;1,45;18;4,84;60;14,85;5,09;55,21;684;62,15;770;89%;0,57;7;0.08;1;0.81;10;10%;1;0;0,4;5;0.57;7;0,57;1.94;24;9,28;70%;3.07;38;1.29;0;;;;0.48;6;0.0km;147.8km;0.08;1;0.81;10;10%;;0,65;8;0;;0.65;8;0.08;4.36
2000180639;Carlos López;GK;21;183 cm;64 kg;;Lens;Ligue 1 Uber Eats;ESP;;;;Scouting Required;€29,500 p/m;€180K - €1.8M;;Right;1;0,0;5;0;0;;0;;0;0;0;450;;7;0;1;1;0,0;0,0;0,0;0,0;1.40;1;6,38;;0;;5;;;0;;;;;;;;;0;2;4;4;-11%;0,0;0;0,0;0;0,0;0;3,6;11,4;7,6;38;21,2;106;36%;0,0;0;;;;;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;;-534%;-0.25;-1.25;;0;0.0km;29.8km;;;;;;;7,4;;0;;;;;
2000101844;Robin Risser;GK;21;192 cm;83 kg;;Lens;Ligue 1 Uber Eats;FRA;;;Fairly Professional;Media-friendly, Reserved;€6,500 p/m;€210K - €9.2M;;Right Only;1;0,0;27;0;2;;0;0%;0;1;0;2274;;32;0;1;9;0,0;0,0;0,0;0,0;1.27;6;6,73;;0;;27;0.00;0;1;0%;;;;;;;;0;10;43;16;-2%;0,08;2;0,0;0;0,0;0;2,06;12,27;16,94;428;24,42;617;69%;0,04;1;;;;;;0;0;0,0;0;0.04;1;0,0;;0;0,0;;;;;;-736%;-0.17;-4.26;;0;0.0km;140.0km;;;;;;;7,16;;0;;;;;
2000205260;Roman Karolewicz;GK;21;176 cm;70 kg;Loa;Lens;Ligue 1 Uber Eats;FRA;;;;Scouting Required;€7,500 p/m;€80K - €800K;;Right Only;0;0,0;7;0;0;;0;0%;0;1;0;786;;15;0;0;2;0,0;0,0;0,0;0,0;1.72;4;6,36;;0;;7 (4);0.00;0;1;0%;;;;;;;;0;6;15;10;-2%;0,11;1;0,0;0;0,0;0;1,72;12,71;13,97;122;21,76;190;64%;0,0;0;;;;;;0;0;0,0;0;;0;0,0;;0;0,0;;;;;;-874%;-0.37;-3.24;;0;0.0km;44.9km;;;;;;;7,79;;0;;;;;
85128018;Adrien Thomasson;M (C), AM (RLC);32;175 cm;72 kg;Wnt;Lens;Ligue 1 Uber Eats;FRA;CRO;;;Scouting Required;€89,000 p/m;€4.7M;€4.6M;Right;0;5,41;32;0;1;;0;;;;0;2704;0.13;;4;25;20;0,18;-1,41;0,17;5,07;;;6,96;0.00;4;151;32;2.23;67;76;88%;1.60;42%;0.67;20;0.27;0.00;0;48;;;;;2,2;66;2,83;85;11,65;350;7,56;18,34;30,45;915;35,51;1067;86%;1,16;35;0.10;3;1.53;46;6%;7;0;0,03;1;1.16;35;0,07;1.70;51;15,11;36%;1.83;55;3.20;0;;;;1.80;54;0.0km;392.6km;0.10;3;1.70;51;6%;8%;0,47;14;13;1.00;0.27;8;0.13;5.03
2000205287;Fodé Sylla;DM, M (C);20;183 cm;79 kg;Wnt;Lens;Ligue 1 Uber Eats;FRA;GUI;;Fairly Ambitious;Media-friendly;€5,000 p/m;€130K - €1.3M;;Right;0;0,44;1;0;0;;0;;;;0;682;;;0;9;3;0,06;-0,44;0,27;2,07;;;6,59;;3;28;1 (23);2.51;19;20;95%;0.53;25%;0.13;1;0.26;0.00;0;4;;;;;3,43;26;2,64;20;9,5;72;8,84;10,43;42,23;320;48,43;367;87%;0,66;5;0.00;0;0.53;4;0%;0;0;0,0;0;0.66;5;0,26;1.19;9;11,09;50%;1.85;14;1.85;0;;;;0.13;1;0.0km;91.8km;0.00;0;0.53;4;;;0,4;3;1;0.41;0.13;1;0.40;3.70
16337073;Samson Baidoo;D (C), DM;22;187 cm;86 kg;Int;Lens;Ligue 1 Uber Eats;AUT;;;;Scouting Required;€21,500 p/m;€7.8M - €9.6M;;Right;2;2,49;34;0;2;;0;;;;0;3068;0.03;;1;15;14;0,07;-1,49;0,03;1,0;;;6,83;0.00;0;232;34 (1);1.41;48;57;84%;0.85;14%;0.12;4;0.18;0.73;25;29;;;;;4,43;151;1,44;49;3,67;125;12,64;3,55;52,16;1778;58,35;1989;89%;0,12;4;0.03;1;0.09;3;50%;1;1;0,35;12;0.12;4;1,09;1.94;66;5,51;63%;4.28;146;2.52;0;;;;0.03;1;0.0km;395.8km;0.03;1;0.09;3;33%;3%;1,23;42;3;0.10;0.50;17;;6.81
2000032708;Mamadou Sangaré;AM (C);23;178 cm;72 kg;Wnt;Lens;Ligue 1 Uber Eats;MLI;;;;Scouting Required;€16,500 p/m;€475K - €4.8M;;Left;0;1,79;4;0;0;;0;;;;0;519;0.35;;2;9;4;0,31;0,21;0,1;0,57;;;6,74;0.00;0;33;4 (12);2.43;14;18;78%;2.43;64%;1.56;9;0.17;0.00;0;14;;;;;1,73;10;3,64;21;10,58;61;10,58;17,86;28,09;162;31,73;183;89%;0,87;5;0.17;1;1.21;7;25%;3;0;0,0;0;0.87;5;0,0;0.35;2;15,95;39%;2.25;13;3.47;0;;;;0.52;3;0.0km;87.6km;0.17;1;1.21;7;14%;14%;0,17;1;0;;;0;;5.72
85104577;Wesley Saïd;AM (RLC), ST (C);31;171 cm;71 kg;;Lens;Ligue 1 Uber Eats;FRA;COM;;;Scouting Required;€56,000 p/m;€50K - €160K;;Right;0;4,0;8;0;1;100%;2;;;;2;913;0.59;;6;8;21;0,39;2,0;0,05;0,52;;;6,85;0.00;0;90;8 (22);0.89;9;14;64%;3.55;44%;1.58;16;1.18;0.00;0;36;;;;;0,99;10;1,68;17;7,1;72;1,28;27,7;19,62;199;22,87;232;86%;0,79;8;0.39;4;0.89;9;50%;4;0;0,1;1;0.79;8;0,0;0.59;6;7,39;19%;1.68;17;7.20;0;;;;1.18;12;0.0km;120.4km;0.39;4;0.89;9;44%;17%;0,3;3;0;;;0;;8.87
67213140;Kike;DM, M/AM (C);29;184 cm;80 kg;;Lens;Ligue 1 Uber Eats;ESP;;;Balanced;Media-friendly;€70,500 p/m;€2.7M;;Left;1;0,87;17;0;0;;0;;;;0;1321;0.07;;1;13;13;0,06;0,13;0,19;2,75;;;6,8;0.00;0;68;17 (1);1.91;28;32;88%;0.55;50%;0.27;4;0.07;0.07;1;8;;;;;4,7;69;2,52;37;10,15;149;10,42;9,4;45,17;663;51,57;757;88%;1,02;15;0.14;2;0.55;8;25%;0;0;0,0;0;1.02;15;0,14;1.84;27;9,54;47%;2.18;32;2.45;0;;;;0.95;14;0.0km;182.5km;0.14;2;0.55;8;25%;13%;0,68;10;1;0.48;0.55;8;;4.63
2000042460;Saud Abdulhamid;D/WB (R);26;175 cm;70 kg;nEU;Lens;Ligue 1 Uber Eats;KSA;;;Perfectionist;Media-friendly;€39,000 p/m;€9M - €14.5M;;Right;5;0,87;28;1;1;;0;;;;0;2237;0.04;;1;26;33;0,04;0,13;0,08;1,92;;;6,98;0.00;1;65;28;2.82;70;91;77%;0.44;27%;0.12;3;0.24;0.28;7;11;;;;;4,83;120;3,9;97;12,67;315;10,22;15,65;40,03;995;45,74;1137;88%;1,85;46;0.52;13;6.20;154;26%;3;0;0,24;6;1.85;46;0,04;3.58;89;17,5;43%;1.13;28;1.49;0;;;;2.78;69;0.0km;325.9km;0.52;13;6.28;156;8%;9%;0,89;22;7;1.22;0.48;12;0.04;2.62
95078945;Hamzat Ojediran;DM, M (C);22;179 cm;76 kg;Wnt;Lens;Ligue 1 Uber Eats;NGA;;;;Scouting Required;€21,000 p/m;€8.8M - €11M;;Right;2;0,39;36;0;1;;0;;;;0;2559;;;0;44;7;0,01;-0,39;0,08;2,32;;;6,72;;4;94;36 (1);2.57;73;93;78%;0.14;25%;0.04;1;0.11;0.11;3;4;;;;;4,78;136;3,24;92;9,85;280;9,36;8,05;44,95;1278;51,49;1464;87%;1,27;36;0.07;2;0.46;13;15%;1;0;0,07;2;1.27;36;0,28;1.58;45;11,92;38%;1.27;36;2.04;0;;;;0.60;17;0.0km;377.2km;0.07;2;0.46;13;15%;;0,91;26;2;0.08;0.28;8;0.14;3.31
86078359;Jhoanner Chávez;D/WB (L);24;182 cm;76 kg;Wnt;Lens;Ligue 1 Uber Eats;ECU;;;Balanced;Media-friendly;€10,250 p/m;€1.8M;€1.6M;Left;2;0,45;6;0;0;;0;;;;0;796;;;0;14;9;0,05;-0,45;0,09;0,84;;;6,85;;3;39;6 (12);4.18;37;43;86%;0.23;0%;0.00;0;0.11;0.23;2;2;;;;;3,84;34;3,73;33;11,31;100;12,21;13,23;30,98;274;37,88;335;82%;1,24;11;0.34;3;5.20;46;17%;1;0;0,0;0;1.24;11;0,45;3.17;28;13,23;41%;1.81;16;2.60;0;;;;1.36;12;0.0km;107.0km;0.34;3;5.20;46;6%;;1,02;9;2;0.50;0.57;5;0.34;4.41
85046587;Florian Thauvin;AM (RC), ST (C);33;179 cm;69 kg;Wnt;Lens;Ligue 1 Uber Eats;FRA;ESP;;;Scouting Required;€39,500 p/m;€2.9M;€2.9M;Left;1;9,14;33;0;3;33%;1;;;;3;2139;0.25;;6;30;38;0,38;-3,14;0,11;2,56;;;6,82;0.00;1;173;33 (1);1.47;35;48;73%;2.82;42%;1.18;28;0.67;0.00;0;67;;;;;2,23;53;2,23;53;9,3;221;2,9;18,81;25,08;596;29,71;706;84%;1,35;32;0.25;6;1.51;36;37%;17;0;0,04;1;1.56;37;0,0;1.35;32;9,26;17%;1.26;30;6.02;3;;;;2.10;50;0.0km;291.8km;0.88;21;6.19;147;16%;9%;0,76;18;6;0.92;0.38;9;0.04;7.28
85046582;Ruben Aguilar;D/WB (R);33;172 cm;68 kg;Wnt;Lens;Ligue 1 Uber Eats;FRA;ESP;;;Scouting Required;€128,000 p/m;€2.6M;€2.6M;Right;2;1,01;11;0;0;;0;;;;0;1258;0.07;;1;24;20;0,07;-0,01;0,12;1,67;;;6,88;0.00;3;49;11 (10);3.43;48;60;80%;0.72;20%;0.14;2;0.29;0.50;7;10;;;;;4,86;68;3,58;50;13,38;187;12,31;15,17;30,19;422;34,63;484;87%;1,0;14;1.00;14;5.51;77;28%;6;0;0,21;3;1.00;14;0,0;2.22;31;16,38;37%;1.29;18;2.22;1;;;;2.58;36;0.0km;178.9km;1.00;14;5.51;77;18%;10%;0,64;9;3;0.52;0.43;6;0.21;3.51
48036830;Malang Sarr;D (LC);27;182 cm;73 kg;Wnt;Lens;Ligue 1 Uber Eats;SEN;FRA;;;Scouting Required;€66,000 p/m;€6.8M;€6.75M;Left;1;1,18;30;1;0;;0;;;;0;2669;;;0;16;5;0,04;-1,18;0,05;1,41;;;6,8;;2;218;30 (1);1.18;35;38;92%;0.27;25%;0.07;2;0.07;0.44;13;8;;;;;3,95;117;1,15;34;3,88;115;14,6;3,88;56,21;1667;61,71;1830;91%;0,34;10;0.00;0;0.27;8;0%;0;0;0,37;11;0.34;10;0,27;1.99;59;6,47;66%;4.86;144;2.50;0;;;;0.24;7;0.0km;354.5km;0.00;0;0.27;8;;;1,25;37;1;0.04;0.74;22;0.07;7.35
85133890;Angelo Fulgini;DM, M/AM (C);29;182 cm;75 kg;Wnt;Lens;Ligue 1 Uber Eats;CIV;FRA;;;Scouting Required;€153,000 p/m;€6M;€5.75M;Right;1;1,68;23;0;0;;0;;;;0;1888;;;0;30;20;0,08;-1,68;0,24;5,03;;;6,89;;7;70;23 (3);2.53;53;73;73%;0.62;15%;0.10;2;0.29;0.14;3;13;;;;;5,1;107;3,43;72;10,58;222;12,35;9,06;47,67;1000;53,68;1126;89%;1,1;23;0.19;4;0.57;12;30%;4;0;0,1;2;2.15;45;0,05;1.57;33;10,87;31%;1.05;22;2.29;0;;;;0.76;16;0.0km;270.9km;1.05;22;6.15;129;33%;;0,48;10;10;1.55;0.33;7;0.33;3.34
85052254;Jonathan Gradit;D (RC);33;180 cm;74 kg;Wnt;Lens;Ligue 1 Uber Eats;FRA;;;;Scouting Required;€71,500 p/m;€2.3M;€2.3M;Right Only;5;1,57;33;2;0;;0;;;;0;2689;0.03;;1;19;9;0,05;-0,57;0,14;4,17;;;6,87;0.00;4;223;33;1.57;47;50;94%;0.64;26%;0.17;5;0.27;0.37;11;19;;;;;4,55;136;1,27;38;3,28;98;13,89;2,51;57,03;1704;62,66;1872;91%;0,4;12;0.03;1;0.20;6;17%;1;0;0,27;8;0.40;12;0,8;1.41;42;6,26;70%;5.22;156;2.24;0;;;;0.17;5;0.0km;336.7km;0.03;1;0.20;6;16%;5%;1,14;34;5;0.48;0.57;17;0.13;7.46
78097218;Martín Satriano;AM (C), ST (C);25;187 cm;75 kg;Req;Lens;Ligue 1 Uber Eats;URU;ITA;;Ambitious;Media-friendly;€23,000 p/m;€7.2M;€7.25M;Right;1;11,41;20;0;2;25%;1;;;;4;1964;0.78;;17;22;47;0,52;5,59;0,11;2,47;;;6,88;0.00;4;240;20 (12);0.96;21;28;75%;3.62;61%;2.20;48;1.24;0.00;0;79;;;;;0,55;12;1,24;27;6,87;150;2,15;23,78;19,48;425;23,1;504;84%;0,5;11;0.05;1;0.27;6;17%;16;0;0,0;0;0.50;11;0,09;1.05;23;7,19;45%;4.90;107;6.09;0;;;;1.15;25;0.0km;243.9km;0.05;1;0.27;6;16%;22%;0,32;7;7;0.56;0.14;3;0.18;11.00
50065275;Morgan Guilavogui;M/AM (R), ST (C);28;189 cm;82 kg;Wnt;Lens;Ligue 1 Uber Eats;GUI;FRA;;;Scouting Required;€72,500 p/m;€325K - €3.3M;;Right;2;2,7;7;0;0;;0;;;;0;918;0.29;;3;15;25;0,26;0,3;0,14;1,4;;;6,82;0.00;2;76;7 (18);1.96;20;21;95%;2.55;58%;1.47;15;0.49;0.00;0;26;;;;;1,27;13;2,06;21;9,22;94;4,22;18,82;26,08;266;29,9;305;87%;0,78;8;0.20;2;1.76;18;13%;4;0;0,0;0;0.78;8;0,0;0.98;10;10,59;49%;3.63;37;3.82;0;;;;1.18;12;0.0km;133.2km;0.20;2;1.76;18;11%;12%;0,59;6;2;0.25;0.20;2;0.20;7.45
14046838;Emiliano Rigoni;M (R), AM (RC);33;180 cm;72 kg;;León;Liga BBVA MX;ARG;ITA;;;Scouting Required;€131,000 p/m;€160K - €1.6M;;Left;0;4,47;15;0;0;;0;;;;0;1293;0.28;;4;15;20;0,31;-0,47;0,12;1,74;;;6,82;0.00;1;58;15 (12);1.81;26;33;79%;2.09;43%;0.90;13;0.07;0.00;0;30;;;;;2,09;30;2,16;31;8,91;128;2,85;12,88;24,08;346;30,42;437;79%;0,84;12;0.28;4;2.58;37;29%;1;0;0,0;0;1.11;16;0,07;0.77;11;9,54;16%;0.63;9;3.41;0;;;;1.88;27;0.0km;129.3km;0.84;12;5.36;77;10%;13%;0,42;6;4;0.57;0.14;2;0.07;4.04
43339410;Nicolás Fonseca;DM, M (C);27;181 cm;76 kg;;León;Liga BBVA MX;URU;ITA;;;Scouting Required;€89,000 p/m;€900K - €9M;;Right;5;3,7;37;2;1;;0;;;;0;3046;0.12;;4;56;40;0,11;0,3;0,18;6,01;;;6,96;0.00;7;104;37 (7);1.86;63;76;83%;1.00;26%;0.27;9;0.27;0.00;0;34;;;;;2,51;85;1,83;62;8,66;293;8,95;10,46;33,0;1117;38,0;1286;87%;0,83;28;0.12;4;0.50;17;31%;4;0;0,0;0;1.12;38;0,21;1.18;40;8,42;53%;1.63;55;1.45;1;;;;0.68;23;0.0km;320.0km;0.12;4;0.56;19;23%;12%;0,65;22;10;0.61;0.35;12;0.21;3.07
51067962;Fernando Beltrán;DM, M (C);28;164 cm;66 kg;;León;Liga BBVA MX;MEX;;;;Scouting Required;€119,000 p/m;€3.9M - €6.4M;;Right;2;4,63;38;1;2;;0;;;;0;3492;0.08;;3;28;54;0,12;-1,63;0,13;4,96;;;7,02;0.00;3;72;38 (3);2.19;85;105;81%;1.19;37%;0.44;17;0.44;0.00;0;46;;;;;2,58;100;2,6;101;9,02;350;9,59;8,07;38,87;1508;44,97;1745;86%;0,95;37;0.08;3;0.75;29;14%;2;0;0,03;1;0.95;37;0,03;0.90;35;9,36;33%;0.62;24;1.24;0;;;;0.82;32;0.0km;369.2km;0.08;3;0.75;29;10%;7%;0,49;19;9;0.56;0.26;10;0.08;1.86
76020692;Omar Fernández;M (RC), AM (RL);33;165 cm;58 kg;Inj;León;Liga BBVA MX;COL;;;;Scouting Required;€124,000 p/m;€20K - €190K;;Right;0;1,17;10;0;1;;0;;;;0;922;0.10;;1;12;18;0,11;-0,17;0,26;2,66;;;6,87;0.00;1;32;10 (5);1.95;20;24;83%;1.07;18%;0.20;2;0.20;0.00;0;11;;;;;2,15;22;2,05;21;9,08;93;2,93;15,72;25,97;266;31,53;323;82%;1,27;13;0.78;8;3.22;33;36%;3;0;0,0;0;1.27;13;0,0;0.98;10;9,76;19%;0.59;6;2.54;0;;;;2.05;21;0.0km;98.4km;1.07;11;5.76;59;24%;9%;0,39;4;4;0.99;0.10;1;0.10;3.12
76022052;Jaine Barreiro;D (C);31;185 cm;73 kg;Inj;León;Liga BBVA MX;COL;;;;Scouting Required;€100,000 p/m;Not for Sale;;Right Only;7;2,13;39;0;2;;0;;;;0;3485;;;0;35;21;0,06;-2,13;0,01;0,38;;;7,01;;3;195;39;1.52;59;76;78%;0.39;7%;0.03;1;0.08;1.16;45;15;;;;;3,59;139;1,08;42;2,66;103;12,37;2,63;52,24;2023;56,53;2189;92%;0,23;9;0.00;0;0.21;8;0%;1;0;0,21;8;0.23;9;0,7;1.45;56;4,52;60%;3.02;117;2.01;0;;;;0.08;3;0.0km;351.4km;0.00;0;0.21;8;;;0,49;19;1;0.04;0.31;12;0.08;5.04
75031144;Rodrigo Echeverría;DM, M (C);31;181 cm;76 kg;;León;Liga BBVA MX;CHI;;;;Scouting Required;€107,000 p/m;Not for Sale;;Right;6;2,13;26;1;1;;0;;;;0;2610;0.03;;1;48;25;0,07;-1,13;0,12;3,36;;;6,96;0.00;4;106;26 (14);2.00;58;67;87%;0.76;27%;0.21;6;0.14;0.07;2;22;;;;;2,45;71;1,62;47;6,62;192;7,86;5,86;35,62;1033;40,24;1167;89%;0,48;14;0.03;1;0.38;11;25%;0;0;0,03;1;0.48;14;0,1;1.31;38;7,66;52%;1.90;55;1.76;1;;;;0.62;18;0.0km;257.6km;0.03;1;0.38;11;9%;5%;0,59;17;4;0.30;0.31;9;0.14;3.66
51072523;Iván Rodríguez;DM, M (C);29;171 cm;61 kg;;León;Liga BBVA MX;MEX;;;;Scouting Required;€113,000 p/m;€550K - €5.4M;;Left Only;5;4,91;37;1;2;;0;;;;0;3363;0.08;;3;42;28;0,13;-1,91;0,16;5,91;;;6,93;0.00;7;103;37 (4);2.17;81;105;77%;1.04;28%;0.29;11;0.19;0.21;8;39;;;;;3,96;148;2,19;82;8,67;324;10,92;6,88;39,53;1477;44,26;1654;89%;0,8;30;0.08;3;0.29;11;33%;1;0;0,08;3;0.80;30;0,27;1.15;43;9,82;30%;0.83;31;1.93;1;;;;0.72;27;0.0km;392.3km;0.08;3;0.29;11;27%;8%;0,59;22;6;0.32;0.21;8;0.19;2.76
84125463;Ismael Díaz;AM (L), ST (C);29;182 cm;72 kg;Inj;León;Liga BBVA MX;PAN;;;;Scouting Required;€107,000 p/m;€4.9M - €6.4M;;Right;1;6,49;21;0;1;100%;1;;;;1;2019;0.58;;13;31;36;0,29;6,51;0,15;3,27;;;7,03;0.00;1;66;21 (11);1.52;34;40;85%;2.67;57%;1.52;34;0.45;0.04;1;60;;;;;0,85;19;1,16;26;6,86;154;2,76;8,92;19,03;427;24,96;560;76%;0,53;12;0.09;2;1.03;23;29%;2;0;0,0;0;0.53;12;0,04;0.94;21;7,49;50%;1.47;33;1.47;3;;;;1.34;30;0.0km;169.1km;0.09;2;1.03;23;8%;22%;0,45;10;2;0.22;0.18;4;0.04;2.94
86053825;Byron Castillo;D/WB/AM (R);30;171 cm;61 kg;Inj;León;Liga BBVA MX;ECU;COL;;;Scouting Required;€165,000 p/m;€4.3M - €8.6M;;Right;7;4,92;38;0;3;;0;;;;0;3347;0.03;;1;36;48;0,13;-3,92;0,09;3,18;;;6,99;0.00;5;120;38;2.64;98;126;78%;1.13;19%;0.22;8;0.24;0.40;15;42;;;;;3,85;143;2,18;81;6,45;240;7,37;11,86;33,72;1254;40,42;1503;83%;0,91;34;0.24;9;2.07;77;23%;3;0;0,19;7;0.91;34;0,16;2.20;82;12,26;44%;1.43;53;1.80;0;;;;1.18;44;0.0km;358.6km;0.24;9;2.07;77;11%;2%;1,21;45;6;0.41;0.54;20;0.13;3.23
51055304;Jordi Cortizo;M (L), AM (RL);29;172 cm;69 kg;;León;Liga BBVA MX;MEX;;;;Scouting Required;€95,000 p/m;€5.2M - €8.6M;;Left;2;8,15;40;0;0;;0;;;;0;3267;0.08;;3;45;56;0,22;-5,15;0,13;4,87;;;6,88;0.00;7;116;40 (4);2.56;93;99;94%;1.10;33%;0.36;13;0.19;0.00;0;40;;;;;1,76;64;2,53;92;8,43;306;3,33;13,42;22,87;830;28,54;1036;80%;0,96;35;0.25;9;1.96;71;28%;12;0;0,03;1;0.99;36;0,0;1.49;54;10,66;19%;0.61;22;2.59;1;;;;2.51;91;0.0km;343.1km;0.44;16;2.95;107;12%;8%;0,44;16;8;0.43;0.25;9;0.19;3.20
